Country;Currency;Technology;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Greece;National currency (2022 prices);Total Budget;..;..;..;3,077;7,192;14,179;100,424;83,071;18,663;17,269;21,303;28,286;25,378;19,077;32,236;18,631;14,869;13,101;8,755;7,131;6,501;10,863;12,366;22,016;..;..;7,957;9,374;11,511;..;..;15,897;16,409;16,312;17,312;16,428;7,657;6,563;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Energy efficiency;..;..;..;0;0,122;1,369;0,342;0,316;2,078;1,568;0,215;0,718;0;2,677;2,403;2,085;4,429;1,73;0,327;0,307;1,833;2,159;2,781;6,974;..;..;0,717;0,748;2;..;..;2,512;2,066;..;..;..;0,671;1,203;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Fossil fuels;..;..;..;0,418;2,409;4,438;17,502;20,066;3,482;3,639;6,5;7,502;0,387;0,456;3,483;3,014;2,82;2,087;0,938;0,62;1,393;2,505;2,567;5,327;..;..;0,631;0,658;0,699;..;..;0,754;1,337;..;..;..;0,008;0,767;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Renewables;..;..;..;1,357;1,86;5,731;22,07;26,848;6,978;6,695;9,339;14,144;22,247;10,634;26,012;12,197;6,016;6,088;6,532;4,651;2,506;4,462;4,156;8,747;..;..;2,565;3,802;4,466;..;..;7,285;8,264;..;..;..;2,676;2,331;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Nuclear;..;..;..;1,392;3,05;3,195;3,607;5,552;3,771;3,525;5,846;6,831;2,708;3,243;0,291;0,721;0,305;0,208;0,031;0,034;0,233;0,352;0,379;0,315;..;..;1,345;1,402;1,49;..;..;0,013;0,122;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;0,669;0,564;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Other power and storage technologies;..;..;..;0,07;0,091;0,152;62,069;34,597;1,335;1,19;0,467;0,513;0,554;0,658;1,105;0,907;0,62;1,241;0,083;0,02;0,125;0,13;0,14;0,289;..;..;3,111;3,249;3,45;..;..;2,763;2,552;..;..;..;0,828;0,305;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;0;0,03;0,025;0;0;1,982;1,533;0,037;0,047;0,8;2,395;0,607;0,661;1,451;2,42;1,296;1,867;0,749;1,818;2,984;1,502;..;..;0;0;0;..;..;3,391;2,917;..;..;..;3,201;1,731;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Unallocated;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;0;0;0;..;..;0;0;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and exchange rates);Total Budget;..;..;..;3,236;7,563;14,912;105,612;87,362;19,627;18,161;22,403;29,747;26,689;20,062;33,901;19,593;15,637;13,777;9,207;7,499;6,837;11,424;13,005;23,153;..;..;8,368;9,858;12,105;..;..;16,719;17,256;17,155;18,206;17,277;8,052;6,902;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Energy efficiency;..;..;..;0;0,219;2,457;0,613;0,567;3,729;2,813;0,385;1,288;0;4,803;4,311;3,741;7,946;3,103;0,587;0,55;3,289;3,873;4,99;12,512;..;..;1,287;1,343;3,587;..;..;4,507;3,706;..;..;..;1,204;2,158;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Fossil fuels;..;..;..;0,749;4,323;7,962;31,401;36;6,248;6,529;11,661;13,459;0,694;0,818;6,25;5,407;5,059;3,744;1,682;1,112;2,5;4,494;4,605;9,558;..;..;1,131;1,18;1,255;..;..;1,352;2,398;..;..;..;0,014;1,376;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Renewables;..;..;..;2,435;3,338;10,283;39,596;48,169;12,52;12,011;16,755;25,375;39,913;19,079;46,668;21,883;10,793;10,922;11,719;8,345;4,496;8,006;7,455;15,693;..;..;4,602;6,82;8,012;..;..;13,071;14,826;..;..;..;4,802;4,182;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Nuclear;..;..;..;2,497;5,472;5,733;6,472;9,962;6,766;6,324;10,488;12,256;4,859;5,818;0,522;1,294;0,546;0,374;0,056;0,061;0,418;0,631;0,68;0,565;..;..;2,413;2,515;2,674;..;..;0,023;0,218;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;1,2;1,012;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Other power and storage technologies;..;..;..;0,125;0,164;0,273;111,36;62,071;2,395;2,135;0,838;0,92;0,993;1,18;1,983;1,627;1,112;2,227;0,149;0,037;0,224;0,234;0,252;0,518;..;..;5,581;5,829;6,19;..;..;4,958;4,579;..;..;..;1,486;0,547;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Other cross-cutting technologies/research;..;..;..;0;0,055;0,045;0;0;3,556;2,751;0,067;0,085;1,436;4,296;1,089;1,185;2,604;4,342;2,325;3,349;1,343;3,262;5,353;2,695;..;..;0;0;0;..;..;6,085;5,233;..;..;..;5,742;3,105;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Unallocated;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;0;0;0;..;..;0;0;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..;..
Greece;USD (2022 prices and PPP);Total Budget;..;..;..;5,806;13,57;26,753;189,48;156,737;35,214;32,583;40,194;53,369;47,883;35,994;60,822;35,152;28,054;24,718;16,519;13,455;12,267;20,495;23,332;41,54;..;..;15,013;17,687;21,718;..;..;29,995;30,96;30,778;32,663;30,997;14,447;12,382;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Energy efficiency;..;..;..;0;0,116;1,302;0,325;0,301;1,976;1,491;0,204;0,683;0;2,546;2,285;1,983;4,211;1,645;0,311;0,292;1,743;2,053;2,645;6,631;..;..;0,682;0,712;1,901;..;..;2,389;1,964;..;..;..;0,638;1,143;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Fossil fuels;..;..;..;0,397;2,291;4,22;16,643;19,08;3,311;3,46;6,18;7,133;0,368;0,433;3,312;2,866;2,681;1,984;0,892;0,59;1,325;2,382;2,441;5,066;..;..;0,6;0,625;0,665;..;..;0,717;1,271;..;..;..;0,007;0,729;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Renewables;..;..;..;1,291;1,769;5,45;20,986;25,529;6,636;6,366;8,88;13,449;21,154;10,112;24,734;11,598;5,721;5,789;6,211;4,423;2,383;4,243;3,951;8,317;..;..;2,439;3,615;4,246;..;..;6,928;7,858;..;..;..;2,545;2,217;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Nuclear;..;..;..;1,324;2,9;3,038;3,43;5,28;3,586;3,352;5,559;6,496;2,575;3,083;0,277;0,686;0,29;0,198;0,03;0,032;0,222;0,334;0,36;0,299;..;..;1,279;1,333;1,417;..;..;0,012;0,116;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;..;..;..;0,636;0,537;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Other power and storage technologies;..;..;..;0,066;0,087;0,145;59,021;32,898;1,27;1,132;0,444;0,488;0,526;0,625;1,051;0,862;0,589;1,18;0,079;0,019;0,119;0,124;0,133;0,275;..;..;2,958;3,089;3,281;..;..;2,628;2,427;..;..;..;0,788;0,29;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;0;0,029;0,024;0;0;1,885;1,458;0,036;0,045;0,761;2,277;0,577;0,628;1,38;2,301;1,232;1,775;0,712;1,729;2,837;1,428;..;..;0;0;0;..;..;3,225;2,773;..;..;..;3,043;1,646;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Unallocated;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..;..;0;0;0;..;..;0;0;..;..;..;0;0;..;..;..;..;..;..;..;..;..;..;..;..
Greece;Euro (2022 prices and exchange rates);Total Budget;..;..;..;3,077;7,192;14,179;100,424;83,071;18,663;17,269;21,303;28,286;25,378;19,077;32,236;18,631;14,869;13,101;8,755;7,131;6,501;10,863;12,366;22,016;..;..;7,957;9,374;11,511;..;..;15,897;16,409;16,312;17,312;16,428;7,657;6,563;..;..;..;..;..;..;..;..;..;..;..;..
Hungary;National currency (nominal);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,9;..;195,7;32,1;45;0;0;8116;10435;14310;22000;21944;22900;24100;23700;10,848;768,667;1072,016;1225,933;13686,62;2191,773;1397,103;2365,471;7586,896;790,765;..
Hungary;National currency (nominal);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,3;8;101,4;87,761;87,761;50;50;100;120;140;140;160;170;170;170;3,548;..;0;7,941;252,696;77,486;0;0;230,354;66,979;..
Hungary;National currency (nominal);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;44,6;10,5;..;5;3;92,5;231,076;426,876;328,2;678;880;1035;1165;1165;1265;1265;1265;1215;170,305;235,164;338,658;1050,491;4458,633;1075,771;2;579,827;4153,828;193,385;..
Hungary;National currency (nominal);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;37,5;72,5;195;212;229;271;102,4;102,4;102,4;102,4;102,4;105;105;110;120;38,712;1,6;33,261;233,067;0;0;4,975;151,683;8,493;1141,365;..
Hungary;National currency (nominal);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;16,139;..;2;0;179,052;212,913;475,407;0,6;1829,159;0;..
Hungary;National currency (nominal);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;30,89;2,6;0;0;0;22,2;0;0;0;0;0;0;0;0;0;92,634;7,571;157,834;529,846;2227,492;531,168;184,739;2561,329;9271,286;461,941;..
Hungary;National currency (nominal);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;46,375;..;0;0;0;17,3;0;0;8;10;10;10;10;12;13;2527,406;1087,585;1321,665;5334,709;0;0;0;0;25;12,87;..
Hungary;National currency (nominal);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,1;0;0;0;0;0;0;0;0;..
Hungary;National currency (nominal);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;584,6;562,937;788,637;688,7;830,4;9198,4;11700,4;15727,4;23417,4;23484;24450;25657;25218;2859,592;2102,687;2925,435;8381,987;20804,492;4089,111;2064,225;5658,91;23105,017;2667,305;..
Hungary;National currency (2022 prices);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,583;..;571,662;84,47;109,544;0;0;17380,756;21551,339;28034,793;41033,159;39414,057;40094,411;41391,71;39580,739;17,607;1202,457;1632,638;1841,811;19762,716;3018,827;1836,952;2922,36;8805,325;790,765;..
Hungary;National currency (2022 prices);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,039;25,627;296,201;230,94;213,637;115,457;109,933;214,154;247,835;274,275;261,12;287,379;297,644;291,975;283,912;5,759;..;0;11,93;364,879;106,725;0;0;267,348;66,979;..
Hungary;National currency (2022 prices);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;257,595;49,751;..;17,323;9,61;270,203;608,069;1039,149;757,86;1490,696;1884,557;2137,579;2282,357;2172,892;2272,092;2214,822;2172,635;2029,139;276,415;367,877;515,763;1578,231;6438,017;1481,707;2,63;716,332;4820,918;193,385;..
Hungary;National currency (2022 prices);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;129,92;232,246;569,618;557,871;557,457;625,777;225,143;219,294;211,486;200,612;190,991;188,593;183,839;188,925;200,409;62,832;2,503;50,655;350,154;0;0;6,541;187,393;9,857;1141,365;..
Hungary;National currency (2022 prices);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;26,195;..;3,046;0;258,541;293,255;625,079;0,741;2122,916;0;..
Hungary;National currency (2022 prices);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;107,02;8,329;0;0;0;51,263;0;0;0;0;0;0;0;0;0;150,351;11,844;240,375;796,027;3216,374;731,601;242,9;3164,327;10760,222;461,941;..
Hungary;National currency (2022 prices);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;160,668;..;0;0;0;39,948;0;0;16,522;19,591;18,651;17,961;17,508;20,61;21,711;4102,132;1701,354;2012,843;8014,733;0;0;0;0;29,015;12,87;..
Hungary;National currency (2022 prices);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,285;0;0;0;0;0;0;0;0;..
Hungary;National currency (2022 prices);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1707,684;1481,351;1919,787;1590,306;1825,772;19698,761;24164,762;30811,628;43676,813;42180,082;42808,225;44065,855;42115,91;4641,29;3289,319;4455,321;12592,887;30040,526;5632,115;2714,104;6991,153;26815,602;2667,305;..
Hungary;USD (2022 prices and exchange rates);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,018;..;1,534;0,227;0,294;0;0;46,65;57,844;75,246;110,134;105,788;107,615;111,097;106,236;0,047;3,227;4,382;4,943;53,044;8,103;4,93;7,844;23,634;2,122;..
Hungary;USD (2022 prices and exchange rates);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,003;0,069;0,795;0,62;0,573;0,31;0,295;0,575;0,665;0,736;0,701;0,771;0,799;0,784;0,762;0,015;..;0;0,032;0,979;0,286;0;0;0,718;0,18;..
Hungary;USD (2022 prices and exchange rates);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,691;0,134;..;0,046;0,026;0,725;1,632;2,789;2,034;4,001;5,058;5,737;6,126;5,832;6,098;5,945;5,831;5,446;0,742;0,987;1,384;4,236;17,28;3,977;0,007;1,923;12,939;0,519;..
Hungary;USD (2022 prices and exchange rates);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,349;0,623;1,529;1,497;1,496;1,68;0,604;0,589;0,568;0,538;0,513;0,506;0,493;0,507;0,538;0,169;0,007;0,136;0,94;0;0;0,018;0,503;0,026;3,063;..
Hungary;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0,07;..;0,008;0;0,694;0,787;1,678;0,002;5,698;0;..
Hungary;USD (2022 prices and exchange rates);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,287;0,022;0;0;0;0,138;0;0;0;0;0;0;0;0;0;0,404;0,032;0,645;2,137;8,633;1,964;0,652;8,493;28,881;1,24;..
Hungary;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,431;..;0;0;0;0,107;0;0;0,044;0,053;0,05;0,048;0,047;0,055;0,058;11,01;4,566;5,403;21,512;0;0;0;0;0,078;0,035;..
Hungary;USD (2022 prices and exchange rates);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,009;0;0;0;0;0;0;0;0;..
Hungary;USD (2022 prices and exchange rates);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,583;3,976;5,153;4,268;4,9;52,872;64,859;82,699;117,23;113,213;114,899;118,274;113,04;12,457;8,829;11,958;33,8;80,63;15,117;7,285;18,764;71,974;7,159;..
Hungary;USD (2022 prices and PPP);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,04;..;3,502;0,517;0,671;0;0;106,48;132,031;171,75;251,382;241,463;245,631;253,579;242,484;0,108;7,367;10,002;11,284;121,073;18,494;11,254;17,903;53,944;4,844;..
Hungary;USD (2022 prices and PPP);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,006;0,157;1,815;1,415;1,309;0,707;0,673;1,312;1,518;1,68;1,6;1,761;1,823;1,789;1,739;0,035;..;0;0,073;2,235;0,654;0;0;1,638;0,41;..
Hungary;USD (2022 prices and PPP);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,578;0,305;..;0,106;0,059;1,655;3,725;6,366;4,643;9,132;11,545;13,096;13,982;13,312;13,92;13,569;13,31;12,431;1,693;2,254;3,16;9,669;39,441;9,077;0,016;4,388;29,535;1,185;..
Hungary;USD (2022 prices and PPP);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,796;1,423;3,49;3,418;3,415;3,834;1,379;1,343;1,296;1,229;1,17;1,155;1,126;1,157;1,228;0,385;0,015;0,31;2,145;0;0;0,04;1,148;0,06;6,992;..
Hungary;USD (2022 prices and PPP);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0,16;..;0,019;0;1,584;1,797;3,829;0,005;13,006;0;..
Hungary;USD (2022 prices and PPP);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,656;0,051;0;0;0;0,314;0;0;0;0;0;0;0;0;0;0,921;0,073;1,473;4,877;19,705;4,482;1,488;19,386;65,921;2,83;..
Hungary;USD (2022 prices and PPP);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,984;..;0;0;0;0,245;0;0;0,101;0,12;0,114;0,11;0,107;0,126;0,133;25,131;10,423;12,331;49,101;0;0;0;0;0,178;0,079;..
Hungary;USD (2022 prices and PPP);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,02;0;0;0;0;0;0;0;0;..
Hungary;USD (2022 prices and PPP);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10,462;9,075;11,761;9,743;11,185;120,681;148,041;188,762;267,578;258,409;262,257;269,962;258,016;28,434;20,151;27,295;77,148;184,038;34,504;16,627;42,83;164,281;16,341;..
Hungary;Euro (2022 prices and exchange rates);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,017;..;1,459;0,216;0,28;0;0;44,359;55,003;71,55;104,724;100,592;102,329;105,639;101,018;0,045;3,069;4,167;4,701;50,438;7,705;4,688;7,458;22,473;2,018;..
Hungary;Euro (2022 prices and exchange rates);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,003;0,065;0,756;0,589;0,545;0,295;0,281;0,547;0,633;0,7;0,666;0,733;0,76;0,745;0,725;0,015;..;0;0,03;0,931;0,272;0;0;0,682;0,171;..
Hungary;Euro (2022 prices and exchange rates);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,657;0,127;..;0,044;0,025;0,69;1,552;2,652;1,934;3,805;4,81;5,456;5,825;5,546;5,799;5,653;5,545;5,179;0,705;0,939;1,316;4,028;16,431;3,782;0,007;1,828;12,304;0,494;..
Hungary;Euro (2022 prices and exchange rates);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,332;0,593;1,454;1,424;1,423;1,597;0,575;0,56;0,54;0,512;0,487;0,481;0,469;0,482;0,511;0,16;0,006;0,129;0,894;0;0;0,017;0,478;0,025;2,913;..
Hungary;Euro (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0,067;..;0,008;0;0,66;0,748;1,595;0,002;5,418;0;..
Hungary;Euro (2022 prices and exchange rates);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,273;0,021;0;0;0;0,131;0;0;0;0;0;0;0;0;0;0,384;0,03;0,613;2,032;8,209;1,867;0,62;8,076;27,462;1,179;..
Hungary;Euro (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0,41;..;0;0;0;0,102;0;0;0,042;0,05;0,048;0,046;0,045;0,053;0,055;10,469;4,342;5,137;20,455;0;0;0;0;0,074;0,033;..
Hungary;Euro (2022 prices and exchange rates);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,008;0;0;0;0;0;0;0;0;..
Hungary;Euro (2022 prices and exchange rates);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,358;3,781;4,9;4,059;4,66;50,275;61,673;78,637;111,471;107,652;109,255;112,464;107,488;11,845;8,395;11,371;32,139;76,669;14,374;6,927;17,843;68,438;6,807;..
Ireland;National currency (nominal);Energy efficiency;0;0,014;0,013;0,152;0,19;0,863;0,597;1,841;1,905;1,689;0,749;0,914;0,457;0,317;1,371;..;0,165;..;..;..;..;..;..;..;..;..;..;..;2,585;4,765;5,42;4,295;12,338;25,96;25,668;23,36;23,537;2,331;19,567;2,882;2,31;1,565;2,085;2,08;3,778;4,493;3,611;4,056;6,941;..
Ireland;National currency (nominal);Fossil fuels;0,102;0,19;0,317;0,381;0,419;0,609;1,562;0,14;0,343;0,317;0,076;0,267;0;0,279;0,279;..;0,203;..;..;..;..;..;..;..;..;..;..;..;0,19;0,288;0,133;0,363;0,27;0,582;0,351;0,411;0,429;0,068;0,068;0;0;0,111;0,401;0,181;0,682;0,976;0,911;0,821;0,712;..
Ireland;National currency (nominal);Renewables;0;0;0,063;0,178;0,305;0,635;0,838;2,781;2,857;1,486;0,787;0,584;0,521;0,863;1,016;..;0,343;..;..;..;..;..;..;..;..;..;..;..;0,585;1,517;2,857;3,64;8,981;9,26;21,76;17,2;9,838;13,342;9,974;15,798;19,64;26,751;9,949;9,411;8,944;12,286;10,384;12,519;15,776;..
Ireland;National currency (nominal);Nuclear;0;0;0;0;0,317;0,368;0,394;0;0;0;0,051;0,025;0;0,063;0,089;..;0;..;..;..;..;..;..;..;..;..;..;..;0;0;0,125;0,91;0,821;0,742;0,588;0,71;0;0,359;0,28;0,269;0;0;0;0;0;0;0;0;0;..
