Country;Currency;Technology;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Sweden;National currency (nominal);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490;149,637;315,711;0;200;86,338;273,3;278;..
Sweden;National currency (nominal);Total Budget;66,6;196;194;274;370;529;566;874;760,7;746,2;707;692;570;485;533;585,1;591;567;714,1;553,1;598;452,9;413,1;467,004;440;590;646,987;763,046;853,048;870,612;924,64;537;802;841;944,1;1439;1503;1285;1232;1422;1549;1668,941;1710,078;1672,811;1798,079;1836,824;2288,767;2768,816;2767,667;..
Sweden;National currency (2022 prices);Energy efficiency;46,615;474,456;409,938;530,398;511,971;586,596;661,498;789,368;895,162;859,002;685,258;561,972;506,791;402,775;341,828;396,185;374,168;347,146;390,84;314,591;297,425;269,014;313,315;232,846;195,322;292,339;360,093;464,057;580,833;597,988;411,603;256,102;364,431;480,249;455,596;796,448;643,981;615,9;713,405;753,217;735,979;521,495;788,045;869,083;1142,556;828,136;1190,255;1495,805;1452,957;..
Sweden;National currency (2022 prices);Fossil fuels;18,364;67,779;33,015;34,862;45,468;131,805;190,273;888,781;278,815;294,042;281,585;396,381;169,957;66,884;83,104;90,69;90,182;43,753;34,884;10,776;9,152;6,366;2,909;1,46;0,659;0,626;2,364;1,912;1,355;1,709;1,162;1,19;1,56;0,93;0,8;1,565;0;10,87;15,578;17,178;17,746;6,857;6,359;..;6,325;18,142;73,803;73,394;69,229;..
Sweden;National currency (2022 prices);Renewables;0;104,75;74,284;229,092;438,312;859,471;750,628;1003,403;963,492;709,95;667,569;456,67;317,322;234,952;262,397;265,046;222,047;147,465;357,914;179,543;217,095;167,317;106,647;109,756;177,642;173,4;335,564;360,519;339,018;277,824;457,547;181,479;430,652;370,666;398,38;642,271;879,284;662,451;469,102;629,582;724,764;453,291;522,267;311,925;454,238;435,367;489,965;496,509;448,746;..
Sweden;National currency (2022 prices);Nuclear;381,399;468,294;456,71;363,559;355,56;339,83;323,968;357,961;254,779;245,92;250,846;228,608;212,832;233,972;209,367;211,824;195,752;198,241;200,937;204,571;206,418;93,534;82,732;72,434;72,926;70,581;70,008;67,336;73,305;72,47;72,622;72,091;70,901;58,441;78,822;98,219;83,908;42,075;37,868;30,344;31,549;6,641;13,153;..;18,949;9,976;26,513;16,318;20,403;..
Sweden;National currency (2022 prices);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;34,585;31,596;27,226;24,151;36,81;33,392;26,375;24,426;36,474;35,235;37,464;15,589;11,139;..;20,488;8,958;30,732;36,438;41,081;..
Sweden;National currency (2022 prices);Other power and storage technologies;9,888;27,728;33,015;34,862;40,012;22,318;11,238;14,467;16,482;14,686;13,63;28,644;29,011;32,095;30,762;25,547;23,179;34,751;26,163;49,187;120,326;56,317;14,22;138,253;98,073;202,822;103,955;125,373;131,395;158,229;156,593;88,567;82,103;77,511;84,291;122,48;125,15;129,805;147,038;177,928;158,608;201,779;160,74;168,998;184,751;136,332;166,022;180,133;163,215;..
Sweden;National currency (2022 prices);Other cross-cutting technologies/research;14,126;64,699;60,528;171,819;290,996;287,613;255,764;188,068;203,274;208,11;151,377;215,514;227,466;217,557;296,144;256,318;245,81;249,556;260,204;202,659;163,033;146,75;147,689;188,681;150,391;183,572;125,684;127,694;139,945;161,268;208,867;143,233;160,378;147,231;204,458;182,612;184,493;157,812;140,832;139,559;202,85;217,814;354,071;229,521;216,547;377,464;415,845;344,368;294,036;..
Sweden;National currency (2022 prices);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591,631;177,958;367,456;0;221,695;93,814;289,448;278;..
Sweden;National currency (2022 prices);Total Budget;470,392;1207,705;1067,49;1364,592;1682,319;2227,633;2193,369;3242,048;2612,004;2331,712;2050,265;1887,789;1463,379;1188,235;1223,601;1245,61;1151,137;1020,913;1270,942;961,327;1013,448;739,298;667,51;743,429;695,012;923,339;997,669;1146,892;1265,852;1269,488;1342,979;774,257;1137,25;1159,179;1259,158;1876,987;1943,19;1643,338;1560,297;1783,043;1908,96;2015,096;2033,733;1946,982;2043,853;2036,069;2486,951;2932,413;2767,667;..
Sweden;USD (2022 prices and exchange rates);Energy efficiency;4,612;46,94;40,557;52,475;50,652;58,035;65,445;78,096;88,562;84,985;67,796;55,598;50,139;39,848;33,819;39,196;37,018;34,345;38,668;31,124;29,426;26,615;30,998;23,036;19,324;28,922;35,626;45,911;57,464;59,162;40,722;25,337;36,055;47,513;45,074;78,796;63,712;60,934;70,58;74,519;72,814;51,594;77,965;85,982;113,038;81,931;117,757;147,987;143,748;..
Sweden;USD (2022 prices and exchange rates);Fossil fuels;1,817;6,706;3,266;3,449;4,498;13,04;18,825;87,931;27,584;29,091;27,858;39,216;16,815;6,617;8,222;8,972;8,922;4,329;3,451;1,066;0,905;0,63;0,288;0,144;0,065;0,062;0,234;0,189;0,134;0,169;0,115;0,118;0,154;0,092;0,079;0,155;0;1,075;1,541;1,7;1,756;0,678;0,629;..;0,626;1,795;7,302;7,261;6,849;..
Sweden;USD (2022 prices and exchange rates);Renewables;0;10,363;7,349;22,665;43,364;85,031;74,263;99,271;95,323;70,239;66,046;45,18;31,394;23,245;25,96;26,222;21,968;14,589;35,41;17,763;21,478;16,553;10,551;10,859;17,575;17,155;33,199;35,668;33,541;27,486;45,267;17,955;42,606;36,672;39,414;63,543;86,991;65,539;46,41;62,287;71,704;44,846;51,67;30,86;44,94;43,073;48,474;49,122;44,396;..
Sweden;USD (2022 prices and exchange rates);Nuclear;37,733;46,33;45,184;35,969;35,177;33,621;32,052;35,415;25,206;24,33;24,817;22,617;21,056;23,148;20,714;20,957;19,367;19,613;19,88;20,239;20,422;9,254;8,185;7,166;7,215;6,983;6,926;6,662;7,252;7,17;7,185;7,132;7,015;5,782;7,798;9,717;8,301;4,163;3,746;3,002;3,121;0,657;1,301;..;1,875;0,987;2,623;1,614;2,019;..
Sweden;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,422;3,126;2,694;2,389;3,642;3,304;2,609;2,417;3,609;3,486;3,707;1,542;1,102;..;2,027;0,886;3,04;3,605;4,064;..
Sweden;USD (2022 prices and exchange rates);Other power and storage technologies;0,978;2,743;3,266;3,449;3,959;2,208;1,112;1,431;1,631;1,453;1,348;2,834;2,87;3,175;3,043;2,527;2,293;3,438;2,588;4,866;11,904;5,572;1,407;13,678;9,703;20,066;10,285;12,404;12,999;15,654;15,492;8,762;8,123;7,668;8,339;12,118;12,382;12,842;14,547;17,603;15,692;19,963;15,903;16,72;18,278;13,488;16,425;17,821;16,148;..
Sweden;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;1,398;6,401;5,988;16,999;28,79;28,455;25,304;18,606;20,111;20,589;14,976;21,322;22,504;21,524;29,299;25,359;24,319;24,69;25,743;20,05;16,13;14,519;14,612;18,667;14,879;18,162;12,434;12,633;13,845;15,955;20,664;14,171;15,867;14,566;20,228;18,067;18,253;15,613;13,933;13,807;20,069;21,549;35,03;22,708;21,424;37,344;41,141;34,07;29,09;..
Sweden;USD (2022 prices and exchange rates);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58,533;17,606;36,354;0;21,933;9,281;28,636;27,504;..
Sweden;USD (2022 prices and exchange rates);Total Budget;46,538;119,484;105,612;135,005;166,439;220,39;217;320,75;258,417;230,687;202,842;186,767;144,779;117,557;121,056;123,234;113,887;101,003;125,74;95,108;100,265;73,142;66,04;73,551;68,761;91,35;98,704;113,467;125,236;125,596;132,867;76,601;112,513;114,683;124,574;185,699;192,248;162,583;154,367;176,404;188,862;199,362;201,206;192,624;202,208;201,437;246,045;290,117;273,818;..
Sweden;USD (2022 prices and PPP);Energy efficiency;5,421;55,176;47,673;61,681;59,538;68,217;76,927;91,798;104,101;99,896;79,69;65,353;58,936;46,84;39,752;46,073;43,513;40,371;45,452;36,585;34,588;31,284;36,436;27,078;22,715;33,997;41,876;53,966;67,547;69,542;47,866;29,783;42,381;55,849;52,982;92,621;74,89;71,625;82,964;87,594;85,589;60,646;91,644;101,068;132,871;96,306;138,418;173,951;168,968;..
Sweden;USD (2022 prices and PPP);Fossil fuels;2,136;7,882;3,839;4,054;5,288;15,328;22,127;103,359;32,424;34,195;32,746;46,096;19,765;7,778;9,664;10,547;10,488;5,088;4,057;1,253;1,064;0,74;0,338;0,17;0,077;0,073;0,275;0,222;0,158;0,199;0,135;0,138;0,181;0,108;0,093;0,182;0;1,264;1,812;1,998;2,064;0,797;0,74;..;0,735;2,11;8,583;8,535;8,051;..
Sweden;USD (2022 prices and PPP);Renewables;0;12,182;8,639;26,642;50,972;99,95;87,293;116,688;112,047;82,562;77,633;53,107;36,902;27,323;30,515;30,823;25,822;17,149;41,623;20,879;25,247;19,458;12,402;12,764;20,658;20,165;39,024;41,926;39,425;32,309;53,209;21,105;50,082;43,106;46,329;74,691;102,254;77,038;54,553;73,216;84,285;52,714;60,736;36,275;52,825;50,63;56,979;57,74;52,186;..
Sweden;USD (2022 prices and PPP);Nuclear;44,354;54,459;53,112;42,279;41,349;39,52;37,675;41,628;29,629;28,599;29,171;26,585;24,751;27,209;24,348;24,634;22,764;23,054;23,368;23,79;24,005;10,877;9,621;8,423;8,481;8,208;8,141;7,831;8,525;8,428;8,445;8,384;8,245;6,796;9,166;11,422;9,758;4,893;4,404;3,529;3,669;0,772;1,53;..;2,204;1,16;3,083;1,898;2,373;..
Sweden;USD (2022 prices and PPP);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,022;3,674;3,166;2,809;4,281;3,883;3,067;2,841;4,242;4,098;4,357;1,813;1,295;..;2,383;1,042;3,574;4,237;4,777;..
Sweden;USD (2022 prices and PPP);Other power and storage technologies;1,15;3,225;3,839;4,054;4,653;2,595;1,307;1,682;1,917;1,708;1,585;3,331;3,374;3,732;3,577;2,971;2,695;4,041;3,043;5,72;13,993;6,549;1,654;16,078;11,405;23,587;12,089;14,58;15,28;18,401;18,211;10,3;9,548;9,014;9,802;14,244;14,554;15,095;17,099;20,692;18,445;23,465;18,693;19,653;21,485;15,854;19,307;20,948;18,981;..
Sweden;USD (2022 prices and PPP);Other cross-cutting technologies/research;1,643;7,524;7,039;19,981;33,841;33,447;29,743;21,871;23,639;24,202;17,604;25,063;26,453;25,3;34,439;29,808;28,586;29,022;30,26;23,568;18,96;17,066;17,175;21,942;17,489;21,348;14,616;14,85;16,275;18,754;24,29;16,657;18,651;17,122;23,777;21,236;21,455;18,352;16,378;16,23;23,59;25,33;41,176;26,692;25,183;43,896;48,36;40,047;34,194;..
Sweden;USD (2022 prices and PPP);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68,802;20,695;42,732;0;25,781;10,91;33,661;32,329;..
Sweden;USD (2022 prices and PPP);Total Budget;54,703;140,447;124,141;158,692;195,641;259,057;255,073;377,026;303,757;271,161;238,431;219,536;170,18;138,183;142,296;144,855;133,869;118,725;147,801;111,795;117,856;85,975;77,627;86,455;80,825;107,378;116,022;133,375;147,209;147,632;156,179;90,04;132,254;134,804;146,431;218,28;225,979;191,108;181,451;207,355;221,998;234,341;236,508;226,42;237,685;236,78;289,214;341,018;321,859;..
Sweden;Euro (2022 prices and exchange rates);Energy efficiency;4,385;44,634;38,565;49,897;48,164;55,184;62,23;74,26;84,212;80,81;64,466;52,867;47,676;37,891;32,157;37,271;35,2;32,658;36,768;29,595;27,98;25,307;29,475;21,905;18,375;27,502;33,876;43,656;54,642;56,256;38,721;24,093;34,284;45,179;42,86;74,926;60,582;57,941;67,113;70,859;69,237;49,06;74,135;81,759;107,486;77,907;111,973;140,718;136,687;..
Sweden;Euro (2022 prices and exchange rates);Fossil fuels;1,728;6,376;3,106;3,28;4,277;12,4;17,9;83,612;26,229;27,662;26,49;37,289;15,989;6,292;7,818;8,532;8,484;4,116;3,282;1,014;0,861;0,599;0,274;0,137;0,062;0,059;0,222;0,18;0,127;0,161;0,109;0,112;0,147;0,088;0,075;0,147;0;1,023;1,465;1,616;1,669;0,645;0,598;..;0,595;1,707;6,943;6,904;6,513;..
Sweden;Euro (2022 prices and exchange rates);Renewables;0;9,854;6,988;21,552;41,234;80,855;70,615;94,395;90,64;66,788;62,801;42,961;29,852;22,103;24,685;24,934;20,889;13,873;33,671;16,89;20,423;15,74;10,033;10,325;16,712;16,313;31,568;33,916;31,893;26,136;43,044;17,073;40,514;34,87;37,478;60,422;82,718;62,32;44,131;59,228;68,182;42,643;49,132;29,344;42,732;40,957;46,093;46,709;42,216;..
Sweden;Euro (2022 prices and exchange rates);Nuclear;35,88;44,055;42,965;34,202;33,449;31,969;30,477;33,675;23,968;23,135;23,598;21,506;20,022;22,011;19,696;19,927;18,415;18,649;18,903;19,245;19,419;8,799;7,783;6,814;6,86;6,64;6,586;6,335;6,896;6,818;6,832;6,782;6,67;5,498;7,415;9,24;7,894;3,958;3,562;2,855;2,968;0,625;1,237;..;1,783;0,939;2,494;1,535;1,919;..
Sweden;Euro (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,254;2,972;2,561;2,272;3,463;3,141;2,481;2,298;3,431;3,315;3,524;1,467;1,048;..;1,927;0,843;2,891;3,428;3,865;..
Sweden;Euro (2022 prices and exchange rates);Other power and storage technologies;0,93;2,609;3,106;3,28;3,764;2,1;1,057;1,361;1,551;1,382;1,282;2,695;2,729;3,019;2,894;2,403;2,181;3,269;2,461;4,627;11,32;5,298;1,338;13,006;9,226;19,08;9,78;11,794;12,361;14,885;14,731;8,332;7,724;7,292;7,93;11,522;11,773;12,211;13,833;16,739;14,921;18,982;15,122;15,898;17,38;12,825;15,619;16,946;15,354;..
Sweden;Euro (2022 prices and exchange rates);Other cross-cutting technologies/research;1,329;6,087;5,694;16,164;27,375;27,057;24,061;17,693;19,123;19,578;14,241;20,274;21,399;20,467;27,86;24,113;23,124;23,477;24,479;19,065;15,337;13,805;13,894;17,75;14,148;17,27;11,824;12,013;13,165;15,171;19,649;13,475;15,088;13,851;19,234;17,179;17,356;14,846;13,249;13,129;19,083;20,491;33,309;21,592;20,372;35,51;39,121;32,396;27,661;..
Sweden;Euro (2022 prices and exchange rates);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55,658;16,741;34,568;0;20,856;8,826;27,23;26,153;..
Sweden;Euro (2022 prices and exchange rates);Total Budget;44,252;113,615;100,424;128,374;158,264;209,564;206,341;304,995;245,724;219,355;192,878;177,593;137,667;111,783;115,11;117,181;108,293;96,042;119,564;90,437;95,34;69,549;62,796;69,938;65,383;86,863;93,856;107,894;119,085;119,427;126,341;72,838;106,987;109,05;118,455;176,577;182,805;154,597;146,785;167,739;179,585;189,57;191,323;183,162;192,275;191,543;233,959;275,866;260,368;..
Switzerland;National currency (nominal);Energy efficiency;0;0;0;0;7,34;8,96;11,26;11,88;11;11;15,9;17,3;20;21,1;18;22,7;24,4;29;33,4;36,4;42,1;40,5;38;30;28,546;31,802;24,899;26,084;23,94;25,29;22,622;23,048;24,245;25,11;30,121;34,509;38,294;49,128;58,148;66,975;72,589;93,932;100,282;97,834;89,31;83,851;84,755;75,789;75,789;..
Switzerland;National currency (nominal);Fossil fuels;0;0;0;0;0,73;0,95;1,06;1,04;1,8;1,5;1,32;3;2,6;3,6;6;9,9;13;16,7;17,4;17,8;17,4;16,8;12,7;13,9;12,046;11,543;10,658;11,028;15,267;14,627;12,458;11,074;13,061;17,555;13,715;15,313;10,934;9,651;10,513;10,093;15,087;12,868;9,682;11,908;9,62;11,081;9,56;13,737;13,737;..
Switzerland;National currency (nominal);Renewables;0,8;1,4;2,1;5,4;8,86;13,75;14,16;16;14,4;17,3;16,5;14,6;14,1;17,1;23,3;29,9;38;43;52,5;56,2;53,9;53,2;50,9;53,7;52,216;53,946;39,552;38,749;41,641;44,202;36,387;33,777;32,354;33,448;45,538;54,526;50,814;64,839;65,854;62,909;86,926;86,546;109,23;115,639;122,19;114,038;108,337;94,905;94,905;..
Switzerland;National currency (nominal);Nuclear;3,8;4,6;4,6;19,3;42,36;53,74;59,79;60,74;61,6;64,8;59,9;65,3;67;66,4;66,3;67,6;73,6;70,3;67,5;67,9;63,5;60,3;60,6;61,3;53,048;46,002;52,731;51,043;53,545;53,89;48,205;47,777;50,638;52,046;56,368;54,262;50,884;49,869;52,094;47,847;43,496;58,493;56,711;55,129;53,986;57,8;58,597;52,07;52,07;..
Switzerland;National currency (nominal);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,493;9,409;14,808;13,965;16,857;16,947;16,332;25,56;25,093;27,853;30,629;27,318;29,119;29,042;24,78;25,686;24,615;18,652;18,652;..
Switzerland;National currency (nominal);Other power and storage technologies;0,6;1,4;1;1,8;2,47;3,46;2,81;4,24;4,5;6;5,4;7,6;13,2;12,8;18,8;22,9;27,3;28,1;34,8;30;26,5;27;28,8;22,6;24,855;24,33;26,756;31,234;29,71;27,567;20,654;19,769;17,31;16,452;22,755;23,601;14,427;15,623;16,121;13,764;40,397;38,176;55,322;58,175;55,93;66,225;63,992;47,088;47,088;..
Switzerland;National currency (nominal);Other cross-cutting technologies/research;2,1;1,8;3,9;4,6;5,61;8,33;8,32;3,87;5,9;6,4;9,3;11,2;11,8;13,7;10,4;12,4;10,9;11,9;15;15;17,4;17,3;15,7;15,5;11,851;12,263;12,17;14,636;15,288;18,224;11,323;11,022;14,304;15,621;14,879;14,368;15,906;19,379;17,064;20,595;15,095;26,435;34,973;36,001;34;35,866;32,786;33,992;33,992;..
Switzerland;National currency (nominal);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,65;0;0;0;2,35;2,636;3,479;3,435;3,435;..
Switzerland;National currency (nominal);Total Budget;7,3;9,2;11,6;31,1;67,37;89,19;97,4;97,77;99,2;107;108,32;119;128,7;134,7;142,8;165,4;187,2;199;220,6;223,3;220,8;215,1;206,7;196,9;182,562;179,886;166,766;172,774;179,391;183,8;161,142;155,875;166,72;174,199;200,233;213,526;197,591;234,05;244,887;250,036;305,868;343,768;395,317;403,728;392,166;397,183;386,121;339,668;339,668;..
Switzerland;National currency (2022 prices);Energy efficiency;0;0;0;0;13,91;16,647;20,468;20,433;17,648;17,222;23,995;25,525;28,644;29,579;24,547;29,925;30,749;34,671;39,102;41,645;47,611;45,458;42,518;33,763;32,159;35,796;27,676;28,713;26,434;27,605;24,6;24,806;25,577;25,872;30,556;34,932;38,578;49,54;58,557;67,488;73,706;96,479;103,653;101,47;91,921;86,377;87,956;77,681;75,789;..
Switzerland;National currency (2022 prices);Fossil fuels;0;0;0;0;1,383;1,765;1,927;1,789;2,888;2,348;1,992;4,426;3,724;5,047;8,182;13,051;16,383;19,966;20,37;20,365;19,678;18,857;14,21;15,644;13,571;12,993;11,847;12,139;16,858;15,966;13,547;11,919;13,779;18,088;13,913;15,501;11,015;9,732;10,587;10,17;15,319;13,217;10,007;12,351;9,901;11,415;9,921;14,08;13,737;..
Switzerland;National currency (2022 prices);Renewables;1,734;2,831;4,135;10,604;16,791;25,546;25,74;27,519;23,103;27,085;24,901;21,542;20,194;23,972;31,775;39,416;47,888;51,409;61,462;64,298;60,956;59,713;56,952;60,436;58,826;60,72;43,963;42,654;45,979;48,249;39,569;36,354;34,131;34,463;46,195;55,195;51,191;65,382;66,317;63,391;88,263;88,893;112,901;119,936;125,762;117,473;112,428;97,274;94,905;..
Switzerland;National currency (2022 prices);Nuclear;8,236;9,302;9,057;37,9;80,277;99,843;108,685;104,469;98,83;101,451;90,398;96,347;95,957;93,083;90,415;89,115;92,751;84,048;79,023;77,684;71,813;67,683;67,805;68,99;59,763;51,779;58,612;56,187;59,124;58,824;52,42;51,422;53,42;53,626;57,181;54,927;51,262;50,287;52,46;48,214;44,165;60,079;58,617;57,178;55,564;59,541;60,81;53,37;52,07;..
Switzerland;National currency (2022 prices);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10,323;10,127;15,622;14,389;17,1;17,155;16,453;25,774;25,269;28,066;31,1;28,059;30,098;30,121;25,504;26,46;25,545;19,118;18,652;..
Switzerland;National currency (2022 prices);Other power and storage technologies;1,3;2,831;1,969;3,535;4,681;6,428;5,108;7,293;7,22;9,394;8,149;11,213;18,905;17,944;25,638;30,188;34,403;33,595;40,741;34,323;29,969;30,306;32,224;25,435;28,001;27,385;29,74;34,381;32,805;30,091;22,46;21,277;18,261;16,951;23,083;23,89;14,534;15,754;16,234;13,869;41,018;39,211;57,181;60,337;57,565;68,22;66,409;48,263;47,088;..
Switzerland;National currency (2022 prices);Other cross-cutting technologies/research;4,552;3,64;7,679;9,033;10,632;15,476;15,124;6,656;9,466;10,02;14,035;16,525;16,9;19,205;14,183;16,347;13,736;14,227;17,561;17,161;19,678;19,418;17,567;17,444;13,351;13,803;13,527;16,111;16,881;19,892;12,313;11,863;15,09;16,095;15,094;14,544;16,024;19,541;17,184;20,753;15,327;27,152;36,149;37,339;34,994;36,946;34,024;34,841;33,992;..
Switzerland;National currency (2022 prices);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,675;0;0;0;2,419;2,715;3,61;3,521;3,435;..
Switzerland;National currency (2022 prices);Total Budget;15,822;18,604;22,84;61,072;127,673;165,704;177,051;168,159;159,155;167,519;163,471;175,579;184,323;188,83;194,74;218,042;235,909;237,917;258,258;255,475;249,704;241,435;231,277;221,6;205,671;202,476;185,365;190,185;198,081;200,628;175,233;167,766;175,879;179,486;203,122;216,145;199,059;236,012;246,609;251,952;310,573;353,091;408,604;418,731;403,63;409,147;400,703;348,147;339,668;..
Switzerland;USD (2022 prices and exchange rates);Energy efficiency;0;0;0;0;14,571;17,437;21,44;21,403;18,486;18,039;25,135;26,738;30,004;30,984;25,713;31,346;32,209;36,318;40,959;43,623;49,872;47,617;44,538;35,367;33,687;37,496;28,99;30,076;27,69;28,916;25,769;25,984;26,792;27,101;32,007;36,591;40,411;51,893;61,338;70,693;77,206;101,061;108,576;106,289;96,286;90,479;92,133;81,37;79,388;..
Switzerland;USD (2022 prices and exchange rates);Fossil fuels;0;0;0;0;1,449;1,849;2,018;1,874;3,025;2,46;2,087;4,637;3,901;5,286;8,571;13,671;17,161;20,914;21,338;21,332;20,612;19,752;14,885;16,387;14,215;13,61;12,409;12,716;17,658;16,724;14,191;12,485;14,433;18,947;14,574;16,237;11,538;10,194;11,09;10,653;16,047;13,845;10,483;12,937;10,371;11,957;10,392;14,749;14,389;..
Switzerland;USD (2022 prices and exchange rates);Renewables;1,816;2,965;4,331;11,108;17,588;26,759;26,962;28,826;24,2;28,371;26,084;22,565;21,153;25,11;33,284;41,288;50,162;53,851;64,381;67,352;63,851;62,549;59,657;63,307;61,62;63,604;46,051;44,68;48,163;50,54;41,448;38,08;35,752;36,1;48,389;57,816;53,623;68,488;69,467;66,402;92,455;93,115;118,264;125,632;131,735;123,052;117,768;101,894;99,412;..
Switzerland;USD (2022 prices and exchange rates);Nuclear;8,627;9,744;9,487;39,7;84,089;104,584;113,847;109,431;103,524;106,269;94,691;100,923;100,514;97,504;94,709;93,348;97,156;88,04;82,776;81,373;75,223;70,897;71,026;72,266;62,601;54,238;61,396;58,855;61,932;61,618;54,91;53,864;55,957;56,173;59,897;57,536;53,697;52,675;54,952;50,503;46,263;62,933;61,401;59,893;58,203;62,369;63,698;55,905;54,543;..
Switzerland;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10,813;10,608;16,363;15,072;17,912;17,97;17,235;26,998;26,47;29,399;32,577;29,391;31,527;31,552;26,716;27,716;26,758;20,026;19,538;..
Switzerland;USD (2022 prices and exchange rates);Other power and storage technologies;1,362;2,965;2,062;3,703;4,903;6,734;5,351;7,639;7,563;9,84;8,536;11,746;19,803;18,796;26,856;31,622;36,037;35,191;42,675;35,953;31,392;31,745;33,755;26,643;29,331;28,686;31,152;36,014;34,363;31,52;23,527;22,288;19,128;17,756;24,18;25,025;15,224;16,502;17,005;14,528;42,966;41,074;59,897;63,202;60,299;71,46;69,563;50,556;49,324;..
Switzerland;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;4,768;3,813;8,044;9,462;11,136;16,211;15,842;6,972;9,915;10,496;14,702;17,31;17,703;20,118;14,856;17,123;14,389;14,903;18,395;17,976;20,612;20,34;18,401;18,273;13,985;14,459;14,17;16,876;17,683;20,837;12,898;12,426;15,806;16,86;15,81;15,235;16,785;20,469;18;21,738;16,055;28,441;37,865;39,112;36,656;38,701;35,64;36,495;35,606;..
Switzerland;USD (2022 prices and exchange rates);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,755;0;0;0;2,534;2,844;3,782;3,688;3,598;..
Switzerland;USD (2022 prices and exchange rates);Total Budget;16,573;19,487;23,924;63,972;133,737;173,574;185,46;176,145;166,714;175,475;171,234;183,918;193,078;197,798;203,989;228,398;247,114;249,216;270,523;267,609;261,563;252,901;242,261;232,125;215,439;212,092;194,169;199,217;207,489;210,156;183,555;175,734;184,232;188,011;212,769;226,41;208,513;247,22;258,321;263,918;325,323;369,86;428,01;438,618;422,8;428,579;419,734;364,682;355,8;..
Switzerland;USD (2022 prices and PPP);Energy efficiency;0;0;0;0;13,414;16,053;19,738;19,704;17,019;16,607;23,139;24,615;27,622;28,524;23,671;28,857;29,652;33,434;37,706;40,159;45,912;43,836;41,001;32,559;31,012;34,518;26,688;27,688;25,491;26,62;23,722;23,921;24,664;24,949;29,465;33,686;37,202;47,772;56,468;65,08;71,076;93,037;99,954;97,849;88,641;83,295;84,818;74,909;73,085;..
Switzerland;USD (2022 prices and PPP);Fossil fuels;0;0;0;0;1,334;1,702;1,858;1,725;2,785;2,265;1,921;4,268;3,591;4,867;7,89;12,585;15,798;19,253;19,643;19,638;18,976;18,184;13,703;15,086;13,087;12,529;11,424;11,706;16,256;15,396;13,064;11,494;13,287;17,442;13,416;14,948;10,622;9,385;10,209;9,807;14,772;12,745;9,65;11,91;9,548;11,008;9,567;13,578;13,247;..
